artist_label,total_observations,final_pca_anomalies,high_priority_anomalies,extreme_anomalies,positive_anomalies,negative_anomalies,flat_anomalies,mean_pca_score,maximum_pca_score,mean_anomaly_score_ratio,maximum_anomaly_score_ratio,unique_tracks,unique_countries,latest_observation_date,anomaly_rate_pct,high_priority_share_pct,negative_direction_share_pct,positive_direction_share_pct,strongest_anomaly_track_id,strongest_anomaly_date,strongest_anomaly_country,strongest_anomaly_streams,strongest_anomaly_chart_position,strongest_anomaly_direction,strongest_anomaly_severity,strongest_anomaly_pca_score,strongest_anomaly_score_ratio,artist_level_explanation,artist_review_score
SNIK,983,22,15,12,1,21,0,0.015745635027790673,0.6463456153869629,0.16543664505858216,6.791040816659108,20,2,2022-11-10,2.2380467955239065,68.18181818181819,95.45454545454545,4.545454545454546,1lbrmucxyaFko2m90S2NIU,2020-07-23,gr,28675.0,104.0,Negative,Extreme,0.6463456153869629,6.791040816659108,"22 frozen-threshold PCA anomalies were identified from 983 model-eligible observations, producing an artist-level anomaly rate of 2.238%. The dominant anomaly direction was negative, with 21 negative, 1 positive and 0 flat-direction anomalies. 15 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 6.79 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",127
Maroon 5,14203,102,8,0,24,76,2,0.009467286481391318,0.43268826603889465,0.09947113028629702,4.54618025651862,15,69,2022-11-10,0.7181581356051538,7.8431372549019605,74.50980392156863,23.529411764705884,5eWgDlp3k6Tb5RD8690s6I,2015-03-22,sv,13344.0,1.0,Negative,Very High,0.43268826603889465,4.54618025651862,"102 frozen-threshold PCA anomalies were identified from 14,203 model-eligible observations, producing an artist-level anomaly rate of 0.718%. The dominant anomaly direction was negative, with 76 negative, 24 positive and 2 flat-direction anomalies. 8 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 4.55 times the frozen PCA anomaly threshold and was classified as Very High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",126
"The Chainsmokers, Coldplay",4867,55,23,0,13,41,1,0.00889400570990442,0.3986425995826721,0.09344776905990033,4.188468368280394,1,68,2022-11-10,1.1300595849599342,41.81818181818182,74.54545454545455,23.636363636363637,6RUKPb4LETWmmr3iAEQktW,2017-04-27,no,606694.0,11.0,Positive,Very High,0.3986425995826721,4.188468368280394,"55 frozen-threshold PCA anomalies were identified from 4,867 model-eligible observations, producing an artist-level anomaly rate of 1.130%. The dominant anomaly direction was negative, with 41 negative, 13 positive and 1 flat-direction anomalies. 23 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 4.19 times the frozen PCA anomaly threshold and was classified as Very High with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",124
"Drake, Wizkid, Kyla",4913,51,18,3,8,43,0,0.009854922251729683,0.9225360751152039,0.10354395181659998,9.692925877120771,1,62,2022-11-10,1.0380622837370241,35.294117647058826,84.31372549019608,15.686274509803921,1xznGGDReH1oQq0xzbwXa3,2016-08-18,ad,1126.0,2.0,Negative,Extreme,0.9225360751152039,9.692925877120771,"51 frozen-threshold PCA anomalies were identified from 4,913 model-eligible observations, producing an artist-level anomaly rate of 1.038%. The dominant anomaly direction was negative, with 43 negative, 8 positive and 0 flat-direction anomalies. 18 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 9.69 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",120
Juice WRLD,9058,105,4,0,21,82,2,0.009566643844614336,0.45368102192878723,0.10051506079811648,4.766747486663857,19,58,2022-11-10,1.1591962905718702,3.8095238095238093,78.0952380952381,20.0,2U5WueTLIK5WJLD7mvDODv,2020-10-01,au,582449.0,30.0,Negative,Very High,0.45368102192878723,4.766747486663857,"105 frozen-threshold PCA anomalies were identified from 9,058 model-eligible observations, producing an artist-level anomaly rate of 1.159%. The dominant anomaly direction was negative, with 82 negative, 21 positive and 2 flat-direction anomalies. 4 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 4.77 times the frozen PCA anomaly threshold and was classified as Very High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",117
Avicii,12492,74,10,2,19,53,2,0.012316459286971696,11.690001487731934,0.12940689275732034,122.82480976136058,14,62,2022-11-10,0.5923791226384887,13.513513513513514,71.62162162162163,25.675675675675677,0nrRP2bk19rLc0orkWPQk2,2013-09-22,lu,1214.0,1.0,Negative,Extreme,11.690001487731934,122.82480976136058,"74 frozen-threshold PCA anomalies were identified from 12,492 model-eligible observations, producing an artist-level anomaly rate of 0.592%. The dominant anomaly direction was negative, with 53 negative, 19 positive and 2 flat-direction anomalies. 10 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 122.82 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",114
Imagine Dragons,28957,105,3,0,40,63,2,0.007962240028028167,0.383681058883667,0.08365786931192186,4.031270065780546,27,70,2023-04-06,0.36260662361432466,2.857142857142857,60.0,38.095238095238095,6XpfrI2hjCWLyOFAuLJ83z,2015-09-10,be,8399.0,198.0,Negative,Very High,0.383681058883667,4.031270065780546,"105 frozen-threshold PCA anomalies were identified from 28,957 model-eligible observations, producing an artist-level anomaly rate of 0.363%. The dominant anomaly direction was negative, with 63 negative, 40 positive and 2 flat-direction anomalies. 3 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 4.03 times the frozen PCA anomaly threshold and was classified as Very High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",114
Coldplay,15592,96,3,1,41,53,2,0.008415030542633366,0.7431513071060181,0.08841526039322292,7.808161360372295,15,63,2022-11-10,0.6157003591585428,3.125,55.208333333333336,42.708333333333336,75JFxkI2RXiU7L9VXzMkle,2018-12-13,py,12307.0,146.0,Negative,Extreme,0.7431513071060181,7.808161360372295,"96 frozen-threshold PCA anomalies were identified from 15,592 model-eligible observations, producing an artist-level anomaly rate of 0.616%. The dominant anomaly direction was negative, with 53 negative, 41 positive and 2 flat-direction anomalies. 3 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 7.81 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",110
Hozier,9547,88,6,0,26,58,4,0.011982887539551445,0.37733277678489685,0.1259021125003072,3.9645697713527666,13,60,2023-04-06,0.9217555252959044,6.818181818181818,65.9090909090909,29.545454545454547,3dYD57lRAUcMHufyqn9GcI,2015-09-17,gt,3790.0,123.0,Negative,Very High,0.37733277678489685,3.9645697713527666,"88 frozen-threshold PCA anomalies were identified from 9,547 model-eligible observations, producing an artist-level anomaly rate of 0.922%. The dominant anomaly direction was negative, with 58 negative, 26 positive and 4 flat-direction anomalies. 6 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 3.96 times the frozen PCA anomaly threshold and was classified as Very High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",106
BTS,8983,75,9,0,30,39,6,0.011182771612213866,0.36610301471036666,0.11749543379582573,3.8465806169529992,68,70,2022-11-10,0.8349103862852054,12.0,52.0,40.0,4saklk6nie3yiGePpBwUoc,2022-03-24,vn,354674.0,4.0,Positive,Very High,0.36610301471036666,3.8465806169529992,"75 frozen-threshold PCA anomalies were identified from 8,983 model-eligible observations, producing an artist-level anomaly rate of 0.835%. The dominant anomaly direction was negative, with 39 negative, 30 positive and 6 flat-direction anomalies. 9 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 3.85 times the frozen PCA anomaly threshold and was classified as Very High with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",102
"Avicii, Sandro Cavazza",1601,70,10,0,14,56,0,0.014847513889260562,0.44263705611228943,0.15600024266818177,4.650710461189921,1,60,2022-04-21,4.372267332916927,14.285714285714286,80.0,20.0,6WbADFqMvR8N5u0BvtsWQE,2017-10-12,se,1120676.0,7.0,Negative,Very High,0.44263705611228943,4.650710461189921,"70 frozen-threshold PCA anomalies were identified from 1,601 model-eligible observations, producing an artist-level anomaly rate of 4.372%. The dominant anomaly direction was negative, with 56 negative, 14 positive and 0 flat-direction anomalies. 10 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 4.65 times the frozen PCA anomaly threshold and was classified as Very High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",100
Bad Bunny,25814,66,10,0,28,36,2,0.006770758078167158,0.3919995427131653,0.07113917596707038,4.118670926672935,62,25,2022-11-10,0.2556752149996126,15.151515151515152,54.54545454545455,42.42424242424242,2n7ohqg1s68ToAHh4u9mcW,2020-01-23,gt,227000.0,4.0,Positive,Very High,0.3919995427131653,4.118670926672935,"66 frozen-threshold PCA anomalies were identified from 25,814 model-eligible observations, producing an artist-level anomaly rate of 0.256%. The dominant anomaly direction was negative, with 36 negative, 28 positive and 2 flat-direction anomalies. 10 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 4.12 times the frozen PCA anomaly threshold and was classified as Very High with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",96
Travis Scott,12038,89,2,0,16,71,2,0.00874372698923121,0.270242303609848,0.0918688167135522,2.8393888200258353,10,65,2022-06-16,0.7393254693470677,2.247191011235955,79.7752808988764,17.97752808988764,6gBFPUFcJLzWGx4lenP6h2,2020-12-10,au,306164.0,124.0,Positive,Very High,0.270242303609848,2.8393888200258353,"89 frozen-threshold PCA anomalies were identified from 12,038 model-eligible observations, producing an artist-level anomaly rate of 0.739%. The dominant anomaly direction was negative, with 71 negative, 16 positive and 2 flat-direction anomalies. 2 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 2.84 times the frozen PCA anomaly threshold and was classified as Very High with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",95
ElGrandeToto,1168,18,13,7,0,18,0,0.012549940878603439,0.7191266417503357,0.13186004317864783,7.555738385491686,26,1,2023-04-06,1.5410958904109588,72.22222222222223,100.0,0.0,29PQ2G9LWUWBcy9N6lRO0B,2021-05-06,ma,19206.0,91.0,Negative,Extreme,0.7191266417503357,7.555738385491686,"18 frozen-threshold PCA anomalies were identified from 1,168 model-eligible observations, producing an artist-level anomaly rate of 1.541%. The dominant anomaly direction was negative, with 18 negative, 0 positive and 0 flat-direction anomalies. 13 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 7.56 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",92
Adele,11148,31,9,4,13,18,0,0.007491287204397086,2.2213141918182373,0.07870965001273969,23.338961360835526,13,70,2022-11-10,0.2780767850735558,29.032258064516128,58.064516129032256,41.935483870967744,0ENSn4fwAbCGeFGVUbXEU3,2016-01-07,ad,1033.0,2.0,Negative,Extreme,2.2213141918182373,23.338961360835526,"31 frozen-threshold PCA anomalies were identified from 11,148 model-eligible observations, producing an artist-level anomaly rate of 0.278%. The dominant anomaly direction was negative, with 18 negative, 13 positive and 0 flat-direction anomalies. 9 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 23.34 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",78
Maluma,12863,66,4,0,22,44,0,0.007298526134836002,0.3214600682258606,0.07668434302513297,3.377524953025115,22,43,2022-11-10,0.5130995879654824,6.0606060606060606,66.66666666666667,33.333333333333336,0g1gWpGR4jcmR5b2ErsK46,2015-09-10,pe,13364.0,123.0,Positive,Very High,0.3214600682258606,3.377524953025115,"66 frozen-threshold PCA anomalies were identified from 12,863 model-eligible observations, producing an artist-level anomaly rate of 0.513%. The dominant anomaly direction was negative, with 44 negative, 22 positive and 0 flat-direction anomalies. 4 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 3.38 times the frozen PCA anomaly threshold and was classified as Very High with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",78
"Sam Smith, John Legend",224,31,12,2,9,22,0,0.044387010892283536,0.528451144695282,0.46636659323282226,5.55234414499329,1,13,2016-06-23,13.839285714285714,38.70967741935484,70.96774193548387,29.032258064516128,5Nbe9vDQ1YJdreVIlhZEpP,2015-09-10,nz,13373.0,187.0,Negative,Extreme,0.528451144695282,5.55234414499329,"31 frozen-threshold PCA anomalies were identified from 224 model-eligible observations, producing an artist-level anomaly rate of 13.839%. The dominant anomaly direction was negative, with 22 negative, 9 positive and 0 flat-direction anomalies. 12 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 5.55 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",77
Sia,11740,64,4,0,9,54,1,0.009474219391016697,0.3546006381511688,0.0995439731603312,3.7257271496399587,18,65,2022-11-10,0.545144804088586,6.25,84.375,14.0625,27SdWb2rFzO6GWiYDBTD9j,2017-03-16,de,255137.0,141.0,Positive,Very High,0.3546006381511688,3.7257271496399587,"64 frozen-threshold PCA anomalies were identified from 11,740 model-eligible observations, producing an artist-level anomaly rate of 0.545%. The dominant anomaly direction was negative, with 54 negative, 9 positive and 1 flat-direction anomalies. 4 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 3.73 times the frozen PCA anomaly threshold and was classified as Very High with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",76
Eminem,8256,50,5,2,18,31,1,0.009140731643864091,0.9704524744957064,0.09604007547950116,10.196375140539253,14,43,2023-04-06,0.6056201550387597,10.0,62.0,36.0,1v7L65Lzy0j0vdpRjJewt1,2022-08-18,de,414706.0,176.0,Positive,Extreme,0.9704524744957064,10.196375140539253,"50 frozen-threshold PCA anomalies were identified from 8,256 model-eligible observations, producing an artist-level anomaly rate of 0.606%. The dominant anomaly direction was negative, with 31 negative, 18 positive and 1 flat-direction anomalies. 5 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 10.20 times the frozen PCA anomaly threshold and was classified as Extreme with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",75
Sam Smith,15518,74,0,0,24,48,2,0.00907070022074027,0.2135467678308487,0.09530426751304988,2.2436986993973673,19,70,2023-04-06,0.47686557546075525,0.0,64.86486486486487,32.432432432432435,1mXVgsBdtIVeCLJnSnmtdV,2018-11-01,vn,9170.0,81.0,Positive,High,0.2135467678308487,2.2436986993973673,"74 frozen-threshold PCA anomalies were identified from 15,518 model-eligible observations, producing an artist-level anomaly rate of 0.477%. The dominant anomaly direction was negative, with 48 negative, 24 positive and 2 flat-direction anomalies. The strongest observed anomaly reached 2.24 times the frozen PCA anomaly threshold and was classified as High with positive direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",74
Mahmood,329,21,13,2,1,20,0,0.024755138805449946,0.5524937510490417,0.2600979322018362,5.804955622816186,4,14,2021-06-03,6.382978723404255,61.904761904761905,95.23809523809524,4.761904761904762,4szQkW1CDHqbRZGltXJdd3,2019-04-11,it,1609113.0,8.0,Negative,Extreme,0.5524937510490417,5.804955622816186,"21 frozen-threshold PCA anomalies were identified from 329 model-eligible observations, producing an artist-level anomaly rate of 6.383%. The dominant anomaly direction was negative, with 20 negative, 1 positive and 0 flat-direction anomalies. 13 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 5.80 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",70
Ariana Grande,18089,63,2,0,13,46,4,0.007793268365981162,0.3463948667049408,0.08188251348602528,3.639510538129184,21,71,2022-11-10,0.34827795898059594,3.1746031746031744,73.01587301587301,20.634920634920636,2OlWBmSjf1aUPGLNf0UI5A,2015-09-10,hu,2726.0,193.0,Negative,Very High,0.3463948667049408,3.639510538129184,"63 frozen-threshold PCA anomalies were identified from 18,089 model-eligible observations, producing an artist-level anomaly rate of 0.348%. The dominant anomaly direction was negative, with 46 negative, 13 positive and 4 flat-direction anomalies. 2 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 3.64 times the frozen PCA anomaly threshold and was classified as Very High with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",69
Måneskin,4672,24,8,4,2,22,0,0.00829855234797469,0.5241774741496333,0.08719144428718456,5.507441432850533,20,70,2023-04-06,0.5136986301369864,33.333333333333336,91.66666666666667,8.333333333333334,776AftMmFFAWUIEAb3lHhw,2021-07-22,fi,318625.0,6.0,Negative,Extreme,0.5241774741496333,5.507441432850533,"24 frozen-threshold PCA anomalies were identified from 4,672 model-eligible observations, producing an artist-level anomaly rate of 0.514%. The dominant anomaly direction was negative, with 22 negative, 2 positive and 0 flat-direction anomalies. 8 anomaly observations were classified as Very High or Extreme review priorities. The strongest observed anomaly reached 5.51 times the frozen PCA anomaly threshold and was classified as Extreme with negative direction. These results indicate unusual multivariate streaming behaviour relative to the frozen PCA model. They should be treated as analytical review signals rather than proof of a particular real-world event or causal explanation.",68
